perc1;perc2;succ;cost
36; 21; 298; 2.07
61; 12; 126; 1.66
16; 62; 300; 2.06
66; 15; 29; 1.53
51; 13; 269; 1.85
6; 82; 300; 2.06
72; 5; 8; 1.51
46; 13; 283; 1.95
41; 13; 292; 2.05
26; 42; 299; 2.06
56; 14; 223; 1.74
11; 72; 300; 2.06
31; 32; 299; 2.06
21; 53; 300; 2.05
66; 16; 22; 1.52
0; 93; 299; 2.07
36; 22; 298; 2.06
61; 13; 136; 1.65
16; 63; 300; 2.05
72; 6; 10; 1.5
51; 14; 259; 1.84
6; 83; 300; 2.05
46; 14; 284; 1.94
26; 43; 300; 2.05
56; 15; 196; 1.73
21; 54; 300; 2.04
41; 14; 294; 2.04
31; 33; 299; 2.05
66; 17; 22; 1.51
11; 73; 300; 2.05
72; 7; 9; 1.49
61; 14; 113; 1.64
36; 23; 299; 2.05
16; 64; 300; 2.04
51; 15; 265; 1.83
6; 84; 300; 2.04
0; 94; 300; 2.06
46; 15; 280; 1.93
21; 55; 299; 2.03
72; 8; 7; 1.48
56; 16; 215; 1.72
26; 44; 299; 2.04
66; 18; 25; 1.5
31; 34; 298; 2.04
41; 15; 296; 2.03
11; 74; 300; 2.04
61; 15; 123; 1.63
36; 24; 296; 2.04
16; 65; 300; 2.03
73; 0; 12; 1.54
51; 16; 258; 1.82
66; 19; 15; 1.49
46; 16; 285; 1.92
26; 45; 300; 2.03
21; 56; 299; 2.02
6; 85; 299; 2.03
56; 17; 207; 1.71
11; 75; 300; 2.03
0; 95; 300; 2.05
31; 35; 300; 2.03
41; 16; 294; 2.02
61; 16; 101; 1.62
66; 20; 15; 1.48
73; 1; 14; 1.53
16; 66; 299; 2.02
36; 25; 298; 2.03
51; 17; 262; 1.81
26; 46; 300; 2.02
21; 57; 300; 2.01
46; 17; 281; 1.91
6; 86; 299; 2.02
56; 18; 193; 1.7
11; 76; 300; 2.02
66; 21; 11; 1.47
31; 36; 300; 2.02
73; 2; 10; 1.52
61; 17; 114; 1.61
41; 17; 290; 2.01
16; 67; 300; 2.01
66; 22; 8; 1.46
0; 96; 300; 2.04
26; 47; 300; 2.01
51; 18; 267; 1.8
36; 26; 299; 2.02
21; 58; 300; 2
6; 87; 300; 2.01
46; 18; 279; 1.9
56; 19; 176; 1.69
11; 77; 300; 2.01
73; 3; 7; 1.51
31; 37; 300; 2.01
66; 23; 6; 1.45
61; 18; 85; 1.6
41; 18; 285; 2
66; 24; 6; 1.44
26; 48; 300; 2
51; 19; 264; 1.79
16; 68; 299; 2
56; 20; 182; 1.68
36; 27; 297; 2.01
21; 59; 300; 1.99
6; 88; 299; 2
66; 25; 2; 1.43
73; 4; 9; 1.5
11; 78; 299; 2
46; 19; 291; 1.89
31; 38; 300; 2
0; 97; 298; 2.03
61; 19; 90; 1.59
26; 49; 300; 1.99
41; 19; 295; 1.99
51; 20; 261; 1.78
73; 5; 4; 1.49
16; 69; 300; 1.99
21; 60; 298; 1.98
36; 28; 298; 2
56; 21; 185; 1.67
11; 79; 296; 1.99
6; 89; 300; 1.99
67; 0; 70; 1.66
46; 20; 283; 1.88
61; 20; 82; 1.58
31; 39; 299; 1.99
26; 50; 300; 1.98
74; 0; 5; 1.52
51; 21; 247; 1.77
41; 20; 292; 1.98
0; 98; 300; 2.02
16; 70; 300; 1.98
21; 61; 300; 1.97
56; 22; 172; 1.66
36; 29; 299; 1.99
6; 90; 300; 1.98
11; 80; 299; 1.98
61; 21; 69; 1.57
46; 21; 278; 1.87
67; 1; 75; 1.65
31; 40; 299; 1.98
26; 51; 299; 1.97
74; 1; 4; 1.51
51; 22; 251; 1.76
41; 21; 293; 1.97
6; 91; 300; 1.97
56; 23; 167; 1.65
16; 71; 300; 1.97
11; 81; 300; 1.97
36; 30; 296; 1.98
21; 62; 300; 1.96
61; 22; 64; 1.56
67; 2; 73; 1.64
31; 41; 298; 1.97
46; 22; 285; 1.86
26; 52; 299; 1.96
74; 2; 7; 1.5
0; 99; 298; 2.01
51; 23; 240; 1.75
41; 22; 293; 1.96
6; 92; 298; 1.96
21; 63; 299; 1.95
61; 23; 61; 1.55
56; 24; 161; 1.64
16; 72; 299; 1.96
67; 3; 67; 1.63
36; 31; 298; 1.97
11; 82; 298; 1.96
75; 0; 6; 1.5
26; 53; 297; 1.95
46; 23; 285; 1.85
31; 42; 299; 1.96
67; 4; 71; 1.62
21; 64; 300; 1.94
61; 24; 37; 1.54
51; 24; 249; 1.74
6; 93; 295; 1.95
16; 73; 298; 1.95
36; 32; 296; 1.96
56; 25; 141; 1.63
0; 100; 300; 2
11; 83; 299; 1.95
41; 23; 295; 1.95
26; 54; 300; 1.94
46; 24; 284; 1.84
31; 43; 299; 1.95
67; 5; 54; 1.61
61; 25; 55; 1.53
51; 25; 248; 1.73
21; 65; 300; 1.93
56; 26; 141; 1.62
6; 94; 296; 1.94
16; 74; 297; 1.94
11; 84; 295; 1.94
36; 33; 297; 1.95
41; 24; 295; 1.94
31; 44; 299; 1.94
67; 6; 47; 1.6
26; 55; 295; 1.93
1; 78; 300; 2.2
46; 25; 282; 1.83
61; 26; 37; 1.52
21; 66; 298; 1.92
16; 75; 298; 1.93
11; 85; 299; 1.93
51; 26; 231; 1.72
7; 66; 300; 2.2
56; 27; 129; 1.61
36; 34; 298; 1.94
67; 7; 58; 1.59
41; 25; 294; 1.93
26; 56; 299; 1.92
31; 45; 298; 1.93
61; 27; 24; 1.51
46; 26; 283; 1.82
21; 67; 298; 1.91
11; 86; 298; 1.92
16; 76; 299; 1.92
51; 27; 234; 1.71
7; 67; 300; 2.19
1; 79; 300; 2.19
56; 28; 121; 1.6
36; 35; 294; 1.93
67; 8; 62; 1.58
61; 28; 23; 1.5
26; 57; 299; 1.91
41; 26; 292; 1.92
31; 46; 298; 1.92
46; 27; 284; 1.81
16; 77; 296; 1.91
21; 68; 298; 1.9
11; 87; 297; 1.91
61; 29; 20; 1.49
67; 9; 36; 1.57
7; 68; 300; 2.18
51; 28; 238; 1.7
56; 29; 100; 1.59
36; 36; 298; 1.92
26; 58; 300; 1.9
41; 27; 295; 1.91
1; 80; 300; 2.18
31; 47; 299; 1.91
61; 30; 16; 1.48
16; 78; 297; 1.9
46; 28; 279; 1.8
67; 10; 42; 1.56
11; 88; 291; 1.9
21; 69; 297; 1.89
7; 69; 300; 2.17
61; 31; 7; 1.47
26; 59; 297; 1.89
51; 29; 221; 1.69
56; 30; 97; 1.58
36; 37; 300; 1.91
41; 28; 291; 1.9
61; 32; 5; 1.46
67; 11; 45; 1.55
16; 79; 296; 1.89
31; 48; 300; 1.9
11; 89; 288; 1.89
1; 81; 300; 2.17
7; 70; 300; 2.16
46; 29; 278; 1.79
61; 33; 8; 1.45
26; 60; 297; 1.88
56; 31; 72; 1.57
21; 70; 295; 1.88
51; 30; 221; 1.68
67; 12; 21; 1.54
36; 38; 296; 1.9
61; 34; 2; 1.44
41; 29; 290; 1.89
61; 35; 0; 1.43
16; 80; 295; 1.88
31; 49; 300; 1.89
56; 32; 73; 1.56
12; 56; 300; 2.2
61; 36; 0; 1.42
46; 30; 277; 1.78
7; 71; 300; 2.15
67; 13; 26; 1.53
21; 71; 294; 1.87
26; 61; 299; 1.87
61; 37; 1; 1.41
51; 31; 202; 1.67
36; 39; 299; 1.89
1; 82; 300; 2.16
61; 38; 1; 1.4
41; 30; 297; 1.88
16; 81; 292; 1.87
31; 50; 299; 1.88
56; 33; 67; 1.55
67; 14; 17; 1.52
7; 72; 300; 2.14
61; 39; 0; 1.39
12; 57; 300; 2.19
21; 72; 294; 1.86
26; 62; 299; 1.86
46; 31; 274; 1.77
51; 32; 196; 1.66
36; 40; 298; 1.88
67; 15; 25; 1.51
41; 31; 296; 1.87
56; 34; 58; 1.54
31; 51; 297; 1.87
16; 82; 282; 1.86
7; 73; 300; 2.13
12; 58; 300; 2.18
62; 0; 149; 1.76
1; 83; 300; 2.15
21; 73; 291; 1.85
46; 32; 275; 1.76
26; 63; 291; 1.85
67; 16; 13; 1.5
51; 33; 194; 1.65
56; 35; 37; 1.53
36; 41; 293; 1.87
41; 32; 288; 1.86
16; 83; 287; 1.85
7; 74; 300; 2.12
31; 52; 297; 1.86
12; 59; 300; 2.17
62; 1; 135; 1.75
67; 17; 14; 1.49
21; 74; 285; 1.84
26; 64; 294; 1.84
56; 36; 23; 1.52
46; 33; 271; 1.75
1; 84; 300; 2.14
16; 84; 280; 1.84
36; 42; 298; 1.86
51; 34; 179; 1.64
7; 75; 300; 2.11
67; 18; 15; 1.48
56; 37; 23; 1.51
41; 33; 297; 1.85
31; 53; 294; 1.85
12; 60; 300; 2.16
62; 2; 139; 1.74
21; 75; 280; 1.83
26; 65; 287; 1.83
56; 38; 26; 1.5
46; 34; 261; 1.74
67; 19; 9; 1.47
17; 46; 300; 2.2
36; 43; 296; 1.85
51; 35; 173; 1.63
56; 39; 16; 1.49
7; 76; 300; 2.1
41; 34; 295; 1.84
1; 85; 300; 2.13
12; 61; 300; 2.15
31; 54; 292; 1.84
67; 20; 9; 1.46
56; 40; 12; 1.48
21; 76; 279; 1.82
62; 3; 155; 1.73
26; 66; 284; 1.82
56; 41; 11; 1.47
17; 47; 300; 2.19
46; 35; 263; 1.73
67; 21; 6; 1.45
36; 44; 291; 1.84
51; 36; 162; 1.62
7; 77; 300; 2.09
56; 42; 6; 1.46
31; 55; 292; 1.83
12; 62; 300; 2.14
21; 77; 266; 1.81
41; 35; 291; 1.83
56; 43; 4; 1.45
67; 22; 3; 1.44
62; 4; 149; 1.72
26; 67; 279; 1.81
17; 48; 300; 2.18
56; 44; 3; 1.44
1; 86; 300; 2.12
46; 36; 253; 1.72
36; 45; 296; 1.83
7; 78; 300; 2.08
51; 37; 144; 1.61
12; 63; 300; 2.13
26; 68; 274; 1.8
31; 56; 293; 1.82
68; 0; 59; 1.64
62; 5; 130; 1.71
21; 78; 260; 1.8
41; 36; 291; 1.82
17; 49; 300; 2.17
57; 0; 223; 1.86
46; 37; 256; 1.71
26; 69; 275; 1.79
68; 1; 50; 1.63
7; 79; 300; 2.07
36; 46; 295; 1.82
62; 6; 152; 1.7
12; 64; 300; 2.12
51; 38; 140; 1.6
1; 87; 300; 2.11
31; 57; 288; 1.81
21; 79; 257; 1.79
41; 37; 292; 1.81
17; 50; 300; 2.16
57; 1; 226; 1.85
68; 2; 44; 1.62
46; 38; 235; 1.7
26; 70; 269; 1.78
12; 65; 300; 2.11
62; 7; 136; 1.69
7; 80; 300; 2.06
51; 39; 95; 1.59
36; 47; 288; 1.81
31; 58; 279; 1.8
17; 51; 300; 2.15
41; 38; 290; 1.8
22; 36; 299; 2.2
1; 88; 300; 2.1
68; 3; 56; 1.61
57; 2; 205; 1.84
7; 81; 300; 2.05
26; 71; 260; 1.77
62; 8; 118; 1.68
46; 39; 232; 1.69
12; 66; 300; 2.1
51; 40; 83; 1.58
17; 52; 300; 2.14
36; 48; 291; 1.8
31; 59; 273; 1.79
41; 39; 288; 1.79
68; 4; 48; 1.6
22; 37; 299; 2.19
57; 3; 209; 1.83
7; 82; 300; 2.04
62; 9; 136; 1.67
51; 41; 71; 1.57
12; 67; 300; 2.09
1; 89; 300; 2.09
26; 72; 254; 1.76
46; 40; 227; 1.68
17; 53; 300; 2.13
68; 5; 47; 1.59
36; 49; 289; 1.79
41; 40; 281; 1.78
31; 60; 270; 1.78
57; 4; 210; 1.82
22; 38; 300; 2.18
62; 10; 136; 1.66
7; 83; 300; 2.03
68; 6; 44; 1.58
51; 42; 63; 1.56
26; 73; 232; 1.75
12; 68; 300; 2.08
46; 41; 200; 1.67
17; 54; 300; 2.12
41; 41; 280; 1.77
36; 50; 289; 1.78
1; 90; 300; 2.08
31; 61; 262; 1.77
62; 11; 124; 1.65
68; 7; 36; 1.57
57; 5; 206; 1.81
7; 84; 300; 2.02
22; 39; 300; 2.17
51; 43; 50; 1.55
26; 74; 237; 1.74
12; 69; 300; 2.07
17; 55; 300; 2.11
46; 42; 194; 1.66
36; 51; 284; 1.77
41; 42; 277; 1.76
62; 12; 108; 1.64
68; 8; 31; 1.56
57; 6; 213; 1.8
7; 85; 300; 2.01
51; 44; 35; 1.54
31; 62; 262; 1.76
1; 91; 300; 2.07
17; 56; 300; 2.1
12; 70; 300; 2.06
68; 9; 29; 1.55
27; 26; 300; 2.2
51; 45; 34; 1.53
62; 13; 99; 1.63
22; 40; 300; 2.16
57; 7; 213; 1.79
7; 86; 300; 2
36; 52; 270; 1.76
46; 43; 183; 1.65
41; 43; 272; 1.75
51; 46; 24; 1.52
31; 63; 246; 1.75
68; 10; 27; 1.54
12; 71; 300; 2.05
17; 57; 300; 2.09
51; 47; 20; 1.51
62; 14; 101; 1.62
57; 8; 184; 1.78
22; 41; 299; 2.15
51; 48; 18; 1.5
7; 87; 298; 1.99
1; 92; 300; 2.06
27; 27; 300; 2.19
68; 11; 32; 1.53
36; 53; 260; 1.75
41; 44; 263; 1.74
51; 49; 5; 1.49
46; 44; 160; 1.64
12; 72; 300; 2.04
31; 64; 236; 1.74
62; 15; 97; 1.61
17; 58; 300; 2.08
57; 9; 207; 1.77
68; 12; 27; 1.52
7; 88; 298; 1.98
22; 42; 299; 2.14
41; 45; 259; 1.73
36; 54; 266; 1.74
12; 73; 300; 2.03
27; 28; 300; 2.18
62; 16; 96; 1.6
46; 45; 154; 1.63
31; 65; 237; 1.73
52; 0; 257; 1.96
17; 59; 300; 2.07
1; 93; 300; 2.05
68; 13; 18; 1.51
57; 10; 198; 1.76
7; 89; 299; 1.97
41; 46; 256; 1.72
12; 74; 300; 2.02
62; 17; 87; 1.59
68; 14; 20; 1.5
22; 43; 300; 2.13
31; 66; 224; 1.72
46; 46; 132; 1.62
36; 55; 240; 1.73
27; 29; 299; 2.17
52; 1; 254; 1.95
17; 60; 300; 2.06
57; 11; 192; 1.75
7; 90; 298; 1.96
68; 15; 9; 1.49
62; 18; 79; 1.58
1; 94; 300; 2.04
12; 75; 300; 2.01
41; 47; 238; 1.71
46; 47; 123; 1.61
68; 16; 17; 1.48
31; 67; 207; 1.71
22; 44; 300; 2.12
17; 61; 300; 2.05
27; 30; 299; 2.16
36; 56; 235; 1.72
57; 12; 202; 1.74
52; 2; 269; 1.94
7; 91; 300; 1.95
62; 19; 68; 1.57
68; 17; 7; 1.47
12; 76; 300; 2
41; 48; 226; 1.7
46; 48; 104; 1.6
1; 95; 300; 2.03
31; 68; 190; 1.7
17; 62; 300; 2.04
57; 13; 196; 1.73
36; 57; 221; 1.71
22; 45; 300; 2.11
27; 31; 300; 2.15
52; 3; 255; 1.93
68; 18; 9; 1.46
62; 20; 59; 1.56
7; 92; 297; 1.94
12; 77; 299; 1.99
41; 49; 221; 1.69
68; 19; 4; 1.45
46; 49; 81; 1.59
31; 69; 174; 1.69
17; 63; 300; 2.03
57; 14; 195; 1.72
36; 58; 210; 1.7
62; 21; 48; 1.55
7; 93; 296; 1.93
22; 46; 300; 2.1
52; 4; 265; 1.92
27; 32; 299; 2.14
1; 96; 299; 2.02
46; 50; 80; 1.58
12; 78; 299; 1.98
69; 0; 50; 1.62
17; 64; 300; 2.02
41; 50; 219; 1.68
62; 22; 58; 1.54
57; 15; 195; 1.71
32; 16; 298; 2.2
8; 64; 300; 2.2
36; 59; 196; 1.69
27; 33; 299; 2.13
52; 5; 264; 1.91
46; 51; 64; 1.57
22; 47; 299; 2.09
12; 79; 298; 1.97
69; 1; 47; 1.61
62; 23; 51; 1.53
17; 65; 300; 2.01
1; 97; 300; 2.01
41; 51; 183; 1.67
46; 52; 49; 1.56
57; 16; 193; 1.7
8; 65; 300; 2.19
36; 60; 188; 1.68
32; 17; 299; 2.19
46; 53; 45; 1.55
52; 6; 258; 1.9
27; 34; 300; 2.12
62; 24; 44; 1.52
69; 2; 36; 1.6
22; 48; 299; 2.08
12; 80; 298; 1.96
46; 54; 31; 1.54
17; 66; 300; 2
41; 52; 185; 1.66
57; 17; 180; 1.69
8; 66; 300; 2.18
62; 25; 31; 1.51
1; 98; 297; 2
36; 61; 165; 1.67
12; 81; 300; 1.95
32; 18; 297; 2.18
69; 3; 49; 1.59
52; 7; 267; 1.89
27; 35; 299; 2.11
22; 49; 299; 2.07
17; 67; 300; 1.99
41; 53; 157; 1.65
57; 18; 183; 1.68
62; 26; 21; 1.5
8; 67; 300; 2.17
47; 0; 289; 2.06
12; 82; 296; 1.94
36; 62; 153; 1.66
69; 4; 38; 1.58
17; 68; 300; 1.98
62; 27; 14; 1.49
52; 8; 262; 1.88
32; 19; 299; 2.17
22; 50; 300; 2.06
1; 99; 298; 1.99
8; 68; 300; 2.16
27; 36; 300; 2.1
41; 54; 144; 1.64
57; 19; 170; 1.67
47; 1; 287; 2.05
62; 28; 18; 1.48
12; 83; 297; 1.93
69; 5; 35; 1.57
36; 63; 123; 1.65
17; 69; 300; 1.97
52; 9; 252; 1.87
8; 69; 300; 2.15
62; 29; 3; 1.47
41; 55; 133; 1.63
22; 51; 300; 2.05
32; 20; 300; 2.16
57; 20; 165; 1.66
27; 37; 300; 2.09
2; 76; 300; 2.2
62; 30; 6; 1.46
12; 84; 297; 1.92
69; 6; 35; 1.56
36; 64; 127; 1.64
47; 2; 286; 2.04
17; 70; 300; 1.96
62; 31; 5; 1.45
52; 10; 246; 1.86
8; 70; 300; 2.14
57; 21; 146; 1.65
41; 56; 120; 1.62
62; 32; 3; 1.44
22; 52; 300; 2.04
32; 21; 299; 2.15
27; 38; 300; 2.08
62; 33; 3; 1.43
69; 7; 33; 1.55
12; 85; 295; 1.91
17; 71; 300; 1.95
37; 6; 299; 2.2
62; 34; 2; 1.42
2; 77; 300; 2.19
47; 3; 280; 2.03
8; 71; 300; 2.13
52; 11; 254; 1.85
62; 35; 1; 1.41
57; 22; 155; 1.64
41; 57; 78; 1.61
22; 53; 299; 2.03
62; 36; 0; 1.4
69; 8; 21; 1.54
27; 39; 300; 2.07
12; 86; 295; 1.9
32; 22; 300; 2.14
17; 72; 300; 1.94
8; 72; 300; 2.12
37; 7; 298; 2.19
47; 4; 280; 2.02
57; 23; 141; 1.63
41; 58; 88; 1.6
52; 12; 240; 1.84
69; 9; 18; 1.53
22; 54; 300; 2.02
12; 87; 294; 1.89
63; 0; 142; 1.74
2; 78; 300; 2.18
27; 40; 299; 2.06
17; 73; 299; 1.93
32; 23; 298; 2.13
8; 73; 300; 2.11
69; 10; 22; 1.52
41; 59; 73; 1.59
57; 24; 134; 1.62
52; 13; 253; 1.83
47; 5; 289; 2.01
37; 8; 296; 2.18
22; 55; 300; 2.01
63; 1; 128; 1.73
12; 88; 288; 1.88
27; 41; 300; 2.05
17; 74; 296; 1.92
69; 11; 8; 1.51
8; 74; 300; 2.1
2; 79; 300; 2.17
57; 25; 116; 1.61
32; 24; 299; 2.12
52; 14; 263; 1.82
42; 0; 296; 2.16
13; 54; 300; 2.2
22; 56; 299; 2
63; 2; 135; 1.72
47; 6; 295; 2
37; 9; 298; 2.17
17; 75; 299; 1.91
27; 42; 300; 2.04
69; 12; 17; 1.5
8; 75; 300; 2.09
57; 26; 114; 1.6
13; 55; 300; 2.19
52; 15; 260; 1.81
63; 3; 119; 1.71
32; 25; 300; 2.11
22; 57; 300; 1.99
69; 13; 13; 1.49
42; 1; 295; 2.15
17; 76; 294; 1.9
47; 7; 284; 1.99
2; 80; 300; 2.16
37; 10; 298; 2.16
27; 43; 299; 2.03
8; 76; 300; 2.08
57; 27; 104; 1.59
69; 14; 9; 1.48
13; 56; 300; 2.18
63; 4; 107; 1.7
52; 16; 257; 1.8
22; 58; 300; 1.98
17; 77; 296; 1.89
32; 26; 300; 2.1
27; 44; 300; 2.02
69; 15; 4; 1.47
42; 2; 297; 2.14
47; 8; 282; 1.98
37; 11; 297; 2.15
8; 77; 300; 2.07
57; 28; 90; 1.58
2; 81; 300; 2.15
63; 5; 125; 1.69
13; 57; 300; 2.17
52; 17; 250; 1.79
22; 59; 298; 1.97
69; 16; 4; 1.46
17; 78; 294; 1.88
27; 45; 300; 2.01
32; 27; 300; 2.09
8; 78; 300; 2.06
42; 3; 295; 2.13
63; 6; 109; 1.68
13; 58; 300; 2.16
47; 9; 288; 1.97
37; 12; 298; 2.14
57; 29; 94; 1.57
22; 60; 299; 1.96
52; 18; 239; 1.78
70; 0; 34; 1.6
27; 46; 298; 2
2; 82; 300; 2.14
17; 79; 294; 1.87
8; 79; 300; 2.05
63; 7; 103; 1.67
32; 28; 299; 2.08
13; 59; 300; 2.15
70; 1; 28; 1.59
57; 30; 68; 1.56
42; 4; 295; 2.12
22; 61; 297; 1.95
37; 13; 299; 2.13
52; 19; 259; 1.77
47; 10; 283; 1.96
27; 47; 299; 1.99
17; 80; 290; 1.86
63; 8; 109; 1.66
8; 80; 300; 2.04
13; 60; 300; 2.14
70; 2; 34; 1.58
57; 31; 60; 1.55
32; 29; 299; 2.07
2; 83; 300; 2.13
52; 20; 249; 1.76
22; 62; 300; 1.94
27; 48; 299; 1.98
37; 14; 297; 2.12
42; 5; 294; 2.11
17; 81; 288; 1.85
47; 11; 283; 1.95
8; 81; 300; 2.03
13; 61; 300; 2.13
57; 32; 52; 1.54
52; 21; 241; 1.75
32; 30; 300; 2.06
27; 49; 300; 1.97
17; 82; 282; 1.84
2; 84; 300; 2.12
22; 63; 297; 1.93
70; 4; 28; 1.56
63; 10; 96; 1.64
37; 15; 296; 2.11
8; 82; 300; 2.02
57; 33; 47; 1.53
42; 6; 297; 2.1
47; 12; 277; 1.94
13; 62; 300; 2.12
70; 5; 27; 1.55
27; 50; 300; 1.96
17; 83; 272; 1.83
52; 22; 227; 1.74
8; 83; 300; 2.01
57; 34; 24; 1.52
63; 11; 98; 1.63
22; 64; 300; 1.92
32; 31; 298; 2.05
37; 16; 296; 2.1
13; 63; 300; 2.11
2; 85; 300; 2.11
42; 7; 296; 2.09
47; 13; 289; 1.93
57; 35; 26; 1.51
70; 6; 29; 1.54
18; 44; 299; 2.2
27; 51; 299; 1.95
8; 84; 300; 2
63; 12; 97; 1.62
52; 23; 245; 1.73
22; 65; 299; 1.91
57; 36; 19; 1.5
32; 32; 299; 2.04
13; 64; 300; 2.1
70; 7; 20; 1.53
37; 17; 297; 2.09
57; 37; 12; 1.49
42; 8; 293; 2.08
18; 45; 300; 2.19
27; 52; 299; 1.94
47; 14; 287; 1.92
8; 85; 300; 1.99
63; 13; 94; 1.61
2; 86; 300; 2.1
57; 38; 14; 1.48
