perc1;perc2;succ;cost
# 2^15
27; 37; 40; 2.09
52; 1; 9; 1.95
12; 85; 0; 1.91
22; 54; 36; 2.02
65; 13; 0; 1.57
36; 62; 0; 1.66
17; 69; 0; 1.97
2; 96; 0; 2
8; 72; 40; 2.12
32; 22; 40; 2.14
65; 14; 0; 1.56
57; 40; 0; 1.46
41; 52; 0; 1.66
65; 15; 0; 1.55
12; 86; 0; 1.9
52; 2; 3; 1.94
27; 38; 40; 2.08
46; 49; 0; 1.59
65; 16; 0; 1.54
2; 97; 0; 1.99
8; 73; 40; 2.11
57; 41; 0; 1.45
22; 55; 33; 2.01
32; 23; 40; 2.13
36; 63; 0; 1.65
17; 70; 0; 1.96
65; 17; 0; 1.53
41; 53; 0; 1.65
52; 3; 2; 1.93
65; 18; 0; 1.52
12; 87; 0; 1.89
27; 39; 40; 2.07
46; 50; 0; 1.58
65; 19; 0; 1.51
2; 98; 0; 1.98
8; 74; 40; 2.1
57; 42; 0; 1.44
32; 24; 40; 2.12
22; 56; 17; 2
36; 64; 0; 1.64
65; 20; 0; 1.5
17; 71; 0; 1.95
52; 4; 0; 1.92
41; 54; 0; 1.64
65; 21; 0; 1.49
12; 88; 0; 1.88
3; 74; 40; 2.2
65; 22; 0; 1.48
27; 40; 40; 2.06
46; 51; 0; 1.57
57; 43; 0; 1.43
8; 75; 39; 2.09
32; 25; 40; 2.11
37; 6; 40; 2.2
65; 23; 0; 1.47
52; 5; 0; 1.91
17; 72; 0; 1.94
58; 0; 0; 1.84
13; 54; 40; 2.2
22; 57; 17; 1.99
65; 24; 0; 1.46
41; 55; 0; 1.63
3; 75; 40; 2.19
58; 1; 0; 1.83
27; 41; 38; 2.05
37; 7; 40; 2.19
65; 25; 0; 1.45
32; 26; 40; 2.1
46; 52; 0; 1.56
8; 76; 39; 2.08
58; 2; 0; 1.82
52; 6; 0; 1.9
