run;elementClass;classCost;percentage
78;3;3;3.02579
78;bump;3;12.748
78;bumpR;0;9.12698
# Achieved fill rate: 98.4375
15;0;0;2.92514
15;1;1;29.995
15;1.6;1.6;51.6113
15;2;2;0
15;2.3;2.3;0.0991572
15;3;3;15.3694
15;bump;3;17.6996
15;bumpR;0;4.11502
# Achieved fill rate: 98.4863
91;0;0;2.48262
91;1;1;13.6544
91;1.6;1.6;74.7269
91;2;2;0
91;2.3;2.3;0
91;3;3;9.13605
91;bump;3;18.6197
91;bumpR;0;3.37637
# Achieved fill rate: 98.3398
41;0;0;0.893744
41;1;1;34.5581
41;1.6;1.6;50.6951
41;2;2;0
41;2.3;2.3;0
41;3;3;13.853
41;bump;3;14.9454
41;bumpR;0;7.05065
# Achieved fill rate: 98.3398
3;0;0;0.956215
3;1;1;49.5219
3;1.6;1.6;27.8812
3;2;2;0
3;2.3;2.3;0.905888
3;3;3;20.7348
3;bump;3;8.95823
3;bumpR;0;14.6955
# Achieved fill rate: 97.0215
29;0;0;1.55622
29;1;1;25.8534
29;1.6;1.6;61.245
29;2;2;0
29;2.3;2.3;0.251004
29;3;3;11.0944
29;bump;3;11.6968
29;bumpR;0;11.6466
# Achieved fill rate: 97.2656
16;0;0;3.5229
16;1;1;26.0191
16;1.6;1.6;55.5108
16;2;2;0.100654
16;2.3;2.3;0.603926
16;3;3;14.2426
16;bump;3;8.50528
16;bumpR;0;15.1485
# Achieved fill rate: 97.0215
55;0;0;2.98063
55;1;1;9.68703
55;1.6;1.6;79.9801
55;2;2;0.0496771
55;2.3;2.3;0
55;3;3;7.30253
55;bump;3;12.4193
55;bumpR;0;9.63736
# Achieved fill rate: 98.291
68;0;0;2.94705
68;1;1;25.5744
68;1.6;1.6;59.6903
68;2;2;0
68;2.3;2.3;0
68;3;3;11.7882
68;bump;3;16.034
68;bumpR;0;6.69331
# Achieved fill rate: 97.7539
79;0;0;0.968893
79;1;1;54.411
79;1.6;1.6;17.746
79;2;2;1.88679
79;2.3;2.3;7.13921
79;3;3;17.848
79;bump;3;13.2075
79;bumpR;0;12.0857
# Achieved fill rate: 95.752
42;0;0;4.63243
42;1;1;0.956697
42;1.6;1.6;87.3112
42;2;2;0
42;2.3;2.3;0
42;3;3;7.0997
42;bump;3;8.55992
42;bumpR;0;15.1561
# Achieved fill rate: 96.9727
4;0;0;1.39234
4;1;1;40.9746
4;1.6;1.6;26.902
4;2;2;5.56937
4;2.3;2.3;18.1999
4;3;3;6.96171
4;bump;3;10.542
4;bumpR;0;11.636
# Achieved fill rate: 98.1934
92;0;0;2.36657
92;1;1;39.8792
92;1.6;1.6;39.4763
92;2;2;0
92;2.3;2.3;1.86304
92;3;3;16.4149
92;bump;3;12.8399
92;bumpR;0;10.8761
# Achieved fill rate: 96.9727
30;0;0;2.31641
30;1;1;42.829
30;1.6;1.6;7.04781
30;2;2;0
30;2.3;2.3;44.0118
30;3;3;3.79497
30;bump;3;11.5328
30;bumpR;0;9.56136
# Achieved fill rate: 99.0723
56;0;0;0.852558
56;1;1;40.3711
56;1.6;1.6;42.2267
56;2;2;0.200602
56;2.3;2.3;0.551655
56;3;3;15.7974
56;bump;3;10.8325
56;bumpR;0;12.3872
# Achieved fill rate: 97.3633
43;0;0;2.92804
43;1;1;43.4243
43;1.6;1.6;0
43;2;2;9.08189
43;2.3;2.3;40.8933
43;3;3;3.67246
43;bump;3;9.42928
43;bumpR;0;12.5062
# Achieved fill rate: 98.3887
17;0;0;0.908174
17;1;1;46.3169
17;1.6;1.6;34.9142
17;2;2;1.16044
17;2.3;2.3;0
17;3;3;16.7003
17;bump;3;14.5812
17;bumpR;0;9.38446
# Achieved fill rate: 96.7773
