perc1;perc2;succ;cost
66; 2; 0; 1.66
26; 46; 40; 2.02
13; 74; 32; 2
39; 23; 40; 1.99
66; 3; 0; 1.65
1; 80; 40; 2.18
52; 18; 8; 1.78
26; 47; 40; 2.01
13; 75; 32; 1.99
66; 4; 0; 1.64
1; 81; 40; 2.17
39; 24; 40; 1.98
26; 48; 40; 2
13; 76; 28; 1.98
66; 5; 0; 1.63
52; 19; 4; 1.77
26; 49; 40; 1.99
13; 77; 19; 1.97
1; 82; 40; 2.16
66; 6; 0; 1.62
39; 25; 40; 1.97
66; 7; 0; 1.61
52; 20; 3; 1.76
13; 78; 10; 1.96
26; 50; 40; 1.98
66; 8; 0; 1.6
1; 83; 40; 2.15
39; 26; 40; 1.96
66; 9; 0; 1.59
26; 51; 40; 1.97
13; 79; 10; 1.95
52; 21; 1; 1.75
66; 10; 0; 1.58
1; 84; 40; 2.14
39; 27; 40; 1.95
26; 52; 40; 1.96
66; 11; 0; 1.57
13; 80; 6; 1.94
66; 12; 0; 1.56
52; 22; 0; 1.74
1; 85; 40; 2.13
26; 53; 36; 1.95
66; 13; 0; 1.55
39; 28; 40; 1.94
13; 81; 1; 1.93
66; 14; 0; 1.54
1; 86; 40; 2.12
26; 54; 30; 1.94
52; 23; 0; 1.73
39; 29; 40; 1.93
66; 15; 0; 1.53
13; 82; 1; 1.92
52; 24; 0; 1.72
26; 55; 28; 1.93
1; 87; 40; 2.11
66; 16; 0; 1.52
39; 30; 39; 1.92
66; 17; 0; 1.51
13; 83; 1; 1.91
26; 56; 25; 1.92
66; 18; 0; 1.5
1; 88; 40; 2.1
52; 25; 0; 1.71
39; 31; 39; 1.91
66; 19; 0; 1.49
26; 57; 23; 1.91
13; 84; 0; 1.9
1; 89; 40; 2.09
66; 20; 0; 1.48
52; 26; 0; 1.7
26; 58; 14; 1.9
39; 32; 38; 1.9
1; 90; 38; 2.08
13; 85; 0; 1.89
66; 21; 0; 1.47
26; 59; 11; 1.89
52; 27; 0; 1.69
1; 91; 39; 2.07
66; 22; 0; 1.46
13; 86; 0; 1.88
39; 33; 35; 1.89
26; 60; 3; 1.88
1; 92; 38; 2.06
66; 23; 0; 1.45
52; 28; 0; 1.68
13; 87; 0; 1.87
26; 61; 1; 1.87
66; 24; 0; 1.44
1; 93; 33; 2.05
39; 34; 37; 1.88
66; 25; 0; 1.43
26; 62; 0; 1.86
1; 94; 32; 2.04
52; 29; 0; 1.67
14; 52; 40; 2.2
67; 0; 0; 1.66
39; 35; 23; 1.87
26; 63; 0; 1.85
1; 95; 23; 2.03
67; 1; 0; 1.65
14; 53; 40; 2.19
52; 30; 0; 1.66
1; 96; 16; 2.02
26; 64; 0; 1.84
39; 36; 23; 1.86
67; 2; 0; 1.64
1; 97; 11; 2.01
26; 65; 0; 1.83
14; 54; 40; 2.18
67; 3; 0; 1.63
52; 31; 0; 1.65
1; 98; 9; 2
26; 66; 0; 1.82
39; 37; 21; 1.85
67; 4; 0; 1.62
1; 99; 0; 1.99
14; 55; 40; 2.17
26; 67; 0; 1.81
52; 32; 0; 1.64
67; 5; 0; 1.61
2; 76; 40; 2.2
39; 38; 17; 1.84
26; 68; 0; 1.8
14; 56; 40; 2.16
67; 6; 0; 1.6
2; 77; 40; 2.19
52; 33; 0; 1.63
26; 69; 0; 1.79
67; 7; 0; 1.59
39; 39; 7; 1.83
2; 78; 40; 2.18
14; 57; 40; 2.15
26; 70; 0; 1.78
67; 8; 0; 1.58
52; 34; 0; 1.62
2; 79; 40; 2.17
26; 71; 0; 1.77
39; 40; 3; 1.82
67; 9; 0; 1.57
14; 58; 40; 2.14
2; 80; 40; 2.16
26; 72; 0; 1.76
52; 35; 0; 1.61
67; 10; 0; 1.56
2; 81; 40; 2.15
26; 73; 0; 1.75
39; 41; 1; 1.81
14; 59; 40; 2.13
67; 11; 0; 1.55
2; 82; 40; 2.14
52; 36; 0; 1.6
26; 74; 0; 1.74
67; 12; 0; 1.54
14; 60; 40; 2.12
39; 42; 0; 1.8
2; 83; 40; 2.13
27; 26; 40; 2.2
67; 13; 0; 1.53
52; 37; 0; 1.59
2; 84; 40; 2.12
27; 27; 40; 2.19
67; 14; 0; 1.52
14; 61; 40; 2.11
39; 43; 0; 1.79
2; 85; 40; 2.11
67; 15; 0; 1.51
52; 38; 0; 1.58
27; 28; 40; 2.18
14; 62; 40; 2.1
2; 86; 40; 2.1
67; 16; 0; 1.5
39; 44; 0; 1.78
27; 29; 40; 2.17
52; 39; 0; 1.57
2; 87; 40; 2.09
67; 17; 0; 1.49
27; 30; 40; 2.16
14; 63; 40; 2.09
39; 45; 0; 1.77
2; 88; 40; 2.08
67; 18; 0; 1.48
52; 40; 0; 1.56
27; 31; 40; 2.15
67; 19; 0; 1.47
2; 89; 37; 2.07
14; 64; 40; 2.08
27; 32; 40; 2.14
39; 46; 0; 1.76
52; 41; 0; 1.55
67; 20; 0; 1.46
2; 90; 38; 2.06
14; 65; 40; 2.07
27; 33; 40; 2.13
67; 21; 0; 1.45
2; 91; 36; 2.05
52; 42; 0; 1.54
39; 47; 0; 1.75
27; 34; 40; 2.12
67; 22; 0; 1.44
2; 92; 29; 2.04
14; 66; 40; 2.06
52; 43; 0; 1.53
68; 0; 0; 1.64
27; 35; 40; 2.11
39; 48; 0; 1.74
2; 93; 24; 2.03
68; 1; 0; 1.63
14; 67; 40; 2.05
27; 36; 40; 2.1
2; 94; 16; 2.02
52; 44; 0; 1.52
39; 49; 0; 1.73
68; 2; 0; 1.62
2; 95; 9; 2.01
27; 37; 40; 2.09
14; 68; 40; 2.04
68; 3; 0; 1.61
52; 45; 0; 1.51
2; 96; 9; 2
27; 38; 40; 2.08
39; 50; 0; 1.72
68; 4; 0; 1.6
52; 46; 0; 1.5
14; 69; 38; 2.03
2; 97; 3; 1.99
27; 39; 40; 2.07
68; 5; 0; 1.59
39; 51; 0; 1.71
2; 98; 1; 1.98
68; 6; 0; 1.58
27; 40; 40; 2.06
52; 47; 0; 1.49
14; 70; 40; 2.02
3; 74; 40; 2.2
68; 7; 0; 1.57
39; 52; 0; 1.7
27; 41; 40; 2.05
52; 48; 0; 1.48
3; 75; 40; 2.19
68; 8; 0; 1.56
14; 71; 38; 2.01
27; 42; 40; 2.04
39; 53; 0; 1.69
3; 76; 40; 2.18
68; 9; 0; 1.55
53; 0; 22; 1.94
27; 43; 40; 2.03
14; 72; 37; 2
68; 10; 0; 1.54
3; 77; 40; 2.17
39; 54; 0; 1.68
27; 44; 40; 2.02
68; 11; 0; 1.53
53; 1; 19; 1.93
3; 78; 40; 2.16
14; 73; 35; 1.99
27; 45; 40; 2.01
68; 12; 0; 1.52
39; 55; 0; 1.67
3; 79; 40; 2.15
53; 2; 23; 1.92
68; 13; 0; 1.51
27; 46; 40; 2
14; 74; 28; 1.98
3; 80; 40; 2.14
39; 56; 0; 1.66
68; 14; 0; 1.5
27; 47; 40; 1.99
3; 81; 40; 2.13
53; 3; 22; 1.91
14; 75; 20; 1.97
68; 15; 0; 1.49
39; 57; 0; 1.65
3; 82; 40; 2.12
27; 48; 40; 1.98
68; 16; 0; 1.48
3; 83; 40; 2.11
14; 76; 13; 1.96
53; 4; 26; 1.9
27; 49; 39; 1.97
68; 17; 0; 1.47
39; 58; 0; 1.64
3; 84; 40; 2.1
27; 50; 40; 1.96
68; 18; 0; 1.46
14; 77; 14; 1.95
39; 59; 0; 1.63
53; 5; 26; 1.89
3; 85; 40; 2.09
68; 19; 0; 1.45
27; 51; 38; 1.95
3; 86; 40; 2.08
69; 0; 0; 1.62
14; 78; 6; 1.94
39; 60; 0; 1.62
27; 52; 37; 1.94
53; 6; 28; 1.88
69; 1; 0; 1.61
3; 87; 40; 2.07
27; 53; 32; 1.93
39; 61; 0; 1.61
14; 79; 4; 1.93
69; 2; 0; 1.6
3; 88; 38; 2.06
53; 7; 31; 1.87
27; 54; 33; 1.92
69; 3; 0; 1.59
3; 89; 35; 2.05
14; 80; 2; 1.92
40; 0; 40; 2.2
69; 4; 0; 1.58
27; 55; 21; 1.91
3; 90; 33; 2.04
53; 8; 25; 1.86
69; 5; 0; 1.57
14; 81; 3; 1.91
27; 56; 19; 1.9
40; 1; 39; 2.19
3; 91; 27; 2.03
69; 6; 0; 1.56
53; 9; 23; 1.85
27; 57; 12; 1.89
3; 92; 25; 2.02
14; 82; 0; 1.9
69; 7; 0; 1.55
40; 2; 40; 2.18
3; 93; 14; 2.01
27; 58; 8; 1.88
69; 8; 0; 1.54
53; 10; 22; 1.84
14; 83; 0; 1.89
3; 94; 10; 2
27; 59; 3; 1.87
40; 3; 40; 2.17
69; 9; 0; 1.53
3; 95; 5; 1.99
69; 10; 0; 1.52
53; 11; 25; 1.83
14; 84; 0; 1.88
27; 60; 0; 1.86
40; 4; 40; 2.16
3; 96; 2; 1.98
69; 11; 0; 1.51
27; 61; 0; 1.85
14; 85; 0; 1.87
53; 12; 17; 1.82
3; 97; 0; 1.97
69; 12; 0; 1.5
27; 62; 0; 1.84
40; 5; 39; 2.15
69; 13; 0; 1.49
4; 72; 40; 2.2
14; 86; 0; 1.86
27; 63; 0; 1.83
53; 13; 22; 1.81
69; 14; 0; 1.48
4; 73; 40; 2.19
40; 6; 40; 2.14
27; 64; 0; 1.82
69; 15; 0; 1.47
15; 50; 40; 2.2
4; 74; 40; 2.18
53; 14; 10; 1.8
69; 16; 0; 1.46
27; 65; 0; 1.81
40; 7; 40; 2.13
4; 75; 40; 2.17
15; 51; 40; 2.19
70; 0; 0; 1.6
27; 66; 0; 1.8
4; 76; 40; 2.16
53; 15; 16; 1.79
70; 1; 0; 1.59
40; 8; 40; 2.12
27; 67; 0; 1.79
15; 52; 40; 2.18
4; 77; 40; 2.15
70; 2; 0; 1.58
27; 68; 0; 1.78
53; 16; 13; 1.78
70; 3; 0; 1.57
4; 78; 40; 2.14
40; 9; 40; 2.11
15; 53; 40; 2.17
27; 69; 0; 1.77
70; 4; 0; 1.56
4; 79; 40; 2.13
15; 54; 40; 2.16
53; 17; 8; 1.77
70; 5; 0; 1.55
27; 70; 0; 1.76
40; 10; 40; 2.1
15; 55; 40; 2.15
70; 6; 0; 1.54
27; 71; 0; 1.75
4; 80; 40; 2.12
53; 18; 5; 1.76
70; 7; 0; 1.53
15; 56; 40; 2.14
40; 11; 39; 2.09
27; 72; 0; 1.74
4; 81; 40; 2.11
70; 8; 0; 1.52
15; 57; 40; 2.13
27; 73; 0; 1.73
70; 9; 0; 1.51
53; 19; 3; 1.75
40; 12; 40; 2.08
15; 58; 40; 2.12
28; 24; 40; 2.2
4; 82; 40; 2.1
70; 10; 0; 1.5
15; 59; 40; 2.11
28; 25; 40; 2.19
70; 11; 0; 1.49
53; 20; 0; 1.74
40; 13; 40; 2.07
4; 83; 40; 2.09
70; 12; 0; 1.48
15; 60; 40; 2.1
28; 26; 40; 2.18
70; 13; 0; 1.47
53; 21; 0; 1.73
40; 14; 40; 2.06
15; 61; 40; 2.09
4; 84; 40; 2.08
28; 27; 40; 2.17
70; 14; 0; 1.46
15; 62; 40; 2.08
28; 28; 40; 2.16
71; 0; 0; 1.58
4; 85; 40; 2.07
40; 15; 39; 2.05
53; 22; 1; 1.72
15; 63; 40; 2.07
71; 1; 0; 1.57
28; 29; 40; 2.15
4; 86; 38; 2.06
71; 2; 0; 1.56
15; 64; 40; 2.06
40; 16; 40; 2.04
28; 30; 40; 2.14
53; 23; 0; 1.71
71; 3; 0; 1.55
15; 65; 40; 2.05
28; 31; 40; 2.13
4; 87; 39; 2.05
71; 4; 0; 1.54
40; 17; 40; 2.03
53; 24; 0; 1.7
15; 66; 40; 2.04
28; 32; 40; 2.12
71; 5; 0; 1.53
4; 88; 37; 2.04
15; 67; 40; 2.03
71; 6; 0; 1.52
28; 33; 40; 2.11
40; 18; 40; 2.02
53; 25; 0; 1.69
71; 7; 0; 1.51
15; 68; 39; 2.02
4; 89; 30; 2.03
28; 34; 40; 2.1
71; 8; 0; 1.5
15; 69; 38; 2.01
40; 19; 40; 2.01
53; 26; 0; 1.68
28; 35; 40; 2.09
71; 9; 0; 1.49
4; 90; 25; 2.02
15; 70; 36; 2
71; 10; 0; 1.48
28; 36; 40; 2.08
40; 20; 40; 2
53; 27; 0; 1.67
15; 71; 36; 1.99
71; 11; 0; 1.47
4; 91; 18; 2.01
28; 37; 40; 2.07
72; 0; 0; 1.56
15; 72; 28; 1.98
40; 21; 40; 1.99
53; 28; 0; 1.66
28; 38; 40; 2.06
4; 92; 10; 2
72; 1; 0; 1.55
15; 73; 25; 1.97
72; 2; 0; 1.54
28; 39; 40; 2.05
40; 22; 40; 1.98
4; 93; 7; 1.99
15; 74; 24; 1.96
53; 29; 0; 1.65
72; 3; 0; 1.53
28; 40; 40; 2.04
72; 4; 0; 1.52
15; 75; 11; 1.95
4; 94; 4; 1.98
40; 23; 40; 1.97
28; 41; 40; 2.03
53; 30; 0; 1.64
72; 5; 0; 1.51
15; 76; 10; 1.94
72; 6; 0; 1.5
28; 42; 40; 2.02
4; 95; 4; 1.97
15; 77; 2; 1.93
40; 24; 40; 1.96
72; 7; 0; 1.49
53; 31; 0; 1.63
28; 43; 40; 2.01
72; 8; 0; 1.48
15; 78; 0; 1.92
4; 96; 0; 1.96
73; 0; 0; 1.54
28; 44; 40; 2
40; 25; 40; 1.95
53; 32; 0; 1.62
15; 79; 0; 1.91
73; 1; 0; 1.53
5; 70; 40; 2.2
28; 45; 40; 1.99
15; 80; 0; 1.9
73; 2; 0; 1.52
53; 33; 0; 1.61
40; 26; 40; 1.94
28; 46; 40; 1.98
15; 81; 0; 1.89
73; 3; 0; 1.51
5; 71; 40; 2.19
73; 4; 0; 1.5
15; 82; 0; 1.88
28; 47; 40; 1.97
53; 34; 0; 1.6
40; 27; 40; 1.93
73; 5; 0; 1.49
5; 72; 40; 2.18
15; 83; 0; 1.87
28; 48; 38; 1.96
74; 0; 0; 1.52
53; 35; 0; 1.59
15; 84; 0; 1.86
40; 28; 40; 1.92
74; 1; 0; 1.51
5; 73; 40; 2.17
28; 49; 38; 1.95
74; 2; 0; 1.5
15; 85; 0; 1.85
53; 36; 0; 1.58
28; 50; 35; 1.94
75; 0; 0; 1.5
5; 74; 40; 2.16
40; 29; 40; 1.91
16; 48; 40; 2.2
28; 51; 32; 1.93
5; 75; 40; 2.15
53; 37; 0; 1.57
16; 49; 40; 2.19
40; 30; 40; 1.9
5; 76; 40; 2.14
28; 52; 30; 1.92
16; 50; 40; 2.18
53; 38; 0; 1.56
5; 77; 40; 2.13
28; 53; 19; 1.91
16; 51; 40; 2.17
40; 31; 40; 1.89
5; 78; 40; 2.12
28; 54; 19; 1.9
53; 39; 0; 1.55
16; 52; 40; 2.16
5; 79; 40; 2.11
40; 32; 34; 1.88
28; 55; 18; 1.89
16; 53; 40; 2.15
53; 40; 0; 1.54
5; 80; 40; 2.1
28; 56; 7; 1.88
16; 54; 40; 2.14
5; 81; 39; 2.09
40; 33; 30; 1.87
53; 41; 0; 1.53
28; 57; 9; 1.87
16; 55; 40; 2.13
5; 82; 40; 2.08
16; 56; 40; 2.12
28; 58; 4; 1.86
53; 42; 0; 1.52
40; 34; 25; 1.86
5; 83; 39; 2.07
16; 57; 40; 2.11
28; 59; 0; 1.85
5; 84; 38; 2.06
53; 43; 0; 1.51
40; 35; 20; 1.85
16; 58; 40; 2.1
28; 60; 0; 1.84
5; 85; 37; 2.05
53; 44; 0; 1.5
16; 59; 40; 2.09
28; 61; 0; 1.83
5; 86; 33; 2.04
40; 36; 10; 1.84
16; 60; 40; 2.08
28; 62; 0; 1.82
53; 45; 0; 1.49
5; 87; 31; 2.03
16; 61; 40; 2.07
28; 63; 0; 1.81
40; 37; 6; 1.83
5; 88; 21; 2.02
53; 46; 0; 1.48
16; 62; 40; 2.06
28; 64; 0; 1.8
5; 89; 22; 2.01
53; 47; 0; 1.47
40; 38; 4; 1.82
16; 63; 40; 2.05
28; 65; 0; 1.79
5; 90; 15; 2
16; 64; 40; 2.04
28; 66; 0; 1.78
5; 91; 5; 1.99
54; 0; 22; 1.92
40; 39; 5; 1.81
16; 65; 40; 2.03
28; 67; 0; 1.77
5; 92; 1; 1.98
54; 1; 21; 1.91
28; 68; 0; 1.76
16; 66; 40; 2.02
5; 93; 5; 1.97
40; 40; 1; 1.8
28; 69; 0; 1.75
5; 94; 1; 1.96
16; 67; 39; 2.01
54; 2; 23; 1.9
40; 41; 1; 1.79
28; 70; 0; 1.74
5; 95; 0; 1.95
16; 68; 37; 2
6; 68; 40; 2.2
28; 71; 0; 1.73
54; 3; 21; 1.89
16; 69; 39; 1.99
40; 42; 0; 1.78
28; 72; 0; 1.72
6; 69; 40; 2.19
16; 70; 34; 1.98
54; 4; 21; 1.88
29; 22; 40; 2.2
6; 70; 40; 2.18
40; 43; 0; 1.77
16; 71; 27; 1.97
29; 23; 40; 2.19
16; 72; 18; 1.96
54; 5; 19; 1.87
6; 71; 40; 2.17
40; 44; 0; 1.76
29; 24; 40; 2.18
16; 73; 13; 1.95
6; 72; 40; 2.16
54; 6; 20; 1.86
29; 25; 40; 2.17
40; 45; 0; 1.75
16; 74; 12; 1.94
6; 73; 40; 2.15
29; 26; 40; 2.16
16; 75; 7; 1.93
54; 7; 22; 1.85
40; 46; 0; 1.74
29; 27; 40; 2.15
16; 76; 2; 1.92
6; 74; 40; 2.14
29; 28; 40; 2.14
54; 8; 16; 1.84
16; 77; 0; 1.91
40; 47; 0; 1.73
6; 75; 40; 2.13
29; 29; 40; 2.13
16; 78; 0; 1.9
54; 9; 20; 1.83
40; 48; 0; 1.72
6; 76; 40; 2.12
16; 79; 0; 1.89
29; 30; 40; 2.12
16; 80; 0; 1.88
29; 31; 40; 2.11
6; 77; 39; 2.11
54; 10; 21; 1.82
40; 49; 0; 1.71
16; 81; 0; 1.87
29; 32; 40; 2.1
6; 78; 40; 2.1
40; 50; 0; 1.7
16; 82; 0; 1.86
54; 11; 22; 1.81
29; 33; 40; 2.09
16; 83; 0; 1.85
6; 79; 40; 2.09
29; 34; 40; 2.08
40; 51; 0; 1.69
54; 12; 19; 1.8
16; 84; 0; 1.84
29; 35; 40; 2.07
6; 80; 40; 2.08
17; 46; 40; 2.2
40; 52; 0; 1.68
54; 13; 15; 1.79
29; 36; 40; 2.06
6; 81; 38; 2.07
17; 47; 40; 2.19
40; 53; 0; 1.67
29; 37; 40; 2.05
17; 48; 40; 2.18
54; 14; 10; 1.78
6; 82; 39; 2.06
29; 38; 40; 2.04
17; 49; 40; 2.17
40; 54; 0; 1.66
6; 83; 38; 2.05
29; 39; 40; 2.03
54; 15; 5; 1.77
17; 50; 40; 2.16
40; 55; 0; 1.65
29; 40; 40; 2.02
17; 51; 40; 2.15
6; 84; 38; 2.04
54; 16; 6; 1.76
29; 41; 40; 2.01
40; 56; 0; 1.64
17; 52; 40; 2.14
6; 85; 33; 2.03
29; 42; 40; 2
17; 53; 40; 2.13
54; 17; 6; 1.75
40; 57; 0; 1.63
6; 86; 31; 2.02
29; 43; 40; 1.99
17; 54; 40; 2.12
40; 58; 0; 1.62
54; 18; 2; 1.74
29; 44; 40; 1.98
17; 55; 40; 2.11
6; 87; 17; 2.01
40; 59; 0; 1.61
17; 56; 40; 2.1
29; 45; 40; 1.97
54; 19; 1; 1.73
6; 88; 20; 2
17; 57; 40; 2.09
29; 46; 39; 1.96
40; 60; 0; 1.6
6; 89; 13; 1.99
54; 20; 0; 1.72
17; 58; 40; 2.08
29; 47; 38; 1.95
41; 0; 40; 2.18
17; 59; 40; 2.07
6; 90; 12; 1.98
29; 48; 39; 1.94
54; 21; 0; 1.71
17; 60; 40; 2.06
29; 49; 33; 1.93
6; 91; 10; 1.97
41; 1; 40; 2.17
17; 61; 40; 2.05
54; 22; 0; 1.7
29; 50; 34; 1.92
6; 92; 1; 1.96
17; 62; 40; 2.04
41; 2; 40; 2.16
29; 51; 27; 1.91
54; 23; 0; 1.69
6; 93; 0; 1.95
17; 63; 40; 2.03
29; 52; 20; 1.9
41; 3; 40; 2.15
17; 64; 38; 2.02
6; 94; 0; 1.94
54; 24; 0; 1.68
29; 53; 11; 1.89
17; 65; 40; 2.01
41; 4; 40; 2.14
7; 66; 40; 2.2
29; 54; 8; 1.88
17; 66; 39; 2
54; 25; 0; 1.67
29; 55; 7; 1.87
41; 5; 40; 2.13
7; 67; 40; 2.19
17; 67; 36; 1.99
29; 56; 0; 1.86
54; 26; 0; 1.66
17; 68; 30; 1.98
7; 68; 40; 2.18
41; 6; 40; 2.12
29; 57; 2; 1.85
17; 69; 31; 1.97
54; 27; 0; 1.65
7; 69; 40; 2.17
29; 58; 0; 1.84
41; 7; 40; 2.11
17; 70; 20; 1.96
29; 59; 0; 1.83
54; 28; 0; 1.64
7; 70; 40; 2.16
17; 71; 13; 1.95
41; 8; 40; 2.1
29; 60; 0; 1.82
17; 72; 15; 1.94
7; 71; 40; 2.15
54; 29; 0; 1.63
29; 61; 0; 1.81
17; 73; 7; 1.93
41; 9; 40; 2.09
7; 72; 40; 2.14
29; 62; 0; 1.8
54; 30; 0; 1.62
17; 74; 4; 1.92
29; 63; 0; 1.79
41; 10; 40; 2.08
7; 73; 40; 2.13
17; 75; 0; 1.91
54; 31; 0; 1.61
29; 64; 0; 1.78
17; 76; 1; 1.9
7; 74; 40; 2.12
41; 11; 40; 2.07
29; 65; 0; 1.77
17; 77; 0; 1.89
54; 32; 0; 1.6
7; 75; 40; 2.11
29; 66; 0; 1.76
17; 78; 0; 1.88
41; 12; 40; 2.06
54; 33; 0; 1.59
29; 67; 0; 1.75
7; 76; 40; 2.1
17; 79; 0; 1.87
29; 68; 0; 1.74
41; 13; 40; 2.05
17; 80; 0; 1.86
54; 34; 0; 1.58
7; 77; 40; 2.09
29; 69; 0; 1.73
17; 81; 0; 1.85
41; 14; 40; 2.04
29; 70; 0; 1.72
54; 35; 0; 1.57
7; 78; 40; 2.08
17; 82; 0; 1.84
29; 71; 0; 1.71
17; 83; 0; 1.83
41; 15; 40; 2.03
7; 79; 40; 2.07
54; 36; 0; 1.56
30; 20; 40; 2.2
18; 44; 40; 2.2
7; 80; 40; 2.06
30; 21; 40; 2.19
54; 37; 0; 1.55
41; 16; 39; 2.02
18; 45; 40; 2.19
30; 22; 40; 2.18
18; 46; 40; 2.18
7; 81; 37; 2.05
54; 38; 0; 1.54
41; 17; 38; 2.01
30; 23; 40; 2.17
18; 47; 40; 2.17
7; 82; 36; 2.04
54; 39; 0; 1.53
30; 24; 40; 2.16
18; 48; 40; 2.16
41; 18; 40; 2
7; 83; 36; 2.03
30; 25; 40; 2.15
18; 49; 40; 2.15
54; 40; 0; 1.52
41; 19; 40; 1.99
30; 26; 40; 2.14
18; 50; 40; 2.14
7; 84; 30; 2.02
54; 41; 0; 1.51
30; 27; 40; 2.13
18; 51; 40; 2.13
41; 20; 40; 1.98
7; 85; 30; 2.01
54; 42; 0; 1.5
18; 52; 40; 2.12
30; 28; 40; 2.12
7; 86; 24; 2
18; 53; 40; 2.11
30; 29; 40; 2.11
41; 21; 40; 1.97
54; 43; 0; 1.49
18; 54; 40; 2.1
30; 30; 40; 2.1
7; 87; 13; 1.99
54; 44; 0; 1.48
41; 22; 40; 1.96
18; 55; 40; 2.09
30; 31; 40; 2.09
7; 88; 10; 1.98
54; 45; 0; 1.47
18; 56; 40; 2.08
30; 32; 40; 2.08
41; 23; 40; 1.95
7; 89; 6; 1.97
54; 46; 0; 1.46
18; 57; 40; 2.07
30; 33; 40; 2.07
41; 24; 39; 1.94
18; 58; 40; 2.06
7; 90; 3; 1.96
30; 34; 40; 2.06
55; 0; 15; 1.9
18; 59; 40; 2.05
30; 35; 40; 2.05
7; 91; 0; 1.95
41; 25; 40; 1.93
55; 1; 15; 1.89
18; 60; 40; 2.04
30; 36; 40; 2.04
7; 92; 0; 1.94
18; 61; 40; 2.03
41; 26; 39; 1.92
30; 37; 40; 2.03
55; 2; 14; 1.88
7; 93; 1; 1.93
18; 62; 40; 2.02
30; 38; 40; 2.02
41; 27; 40; 1.91
55; 3; 11; 1.87
18; 63; 39; 2.01
8; 64; 40; 2.2
30; 39; 40; 2.01
18; 64; 39; 2
30; 40; 40; 2
41; 28; 40; 1.9
55; 4; 19; 1.86
8; 65; 40; 2.19
18; 65; 36; 1.99
8; 66; 40; 2.18
30; 41; 40; 1.99
18; 66; 35; 1.98
